"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
580,0,2,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
581,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
582,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
583,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
584,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
585,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
586,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
587,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
588,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
589,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
590,0,9,9,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
591,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
592,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
593,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
594,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
595,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
596,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
597,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
598,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
599,1,1,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
600,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
601,3,4,7,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
602,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
603,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
604,1,3,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
605,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
606,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
607,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
608,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
609,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
610,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
611,1,2,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
612,1,6,7,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
613,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
614,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
615,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
616,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
617,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
618,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
619,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
620,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
621,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
622,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
623,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
624,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
625,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
626,0,3,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
627,0,3,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
628,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
629,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
630,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
631,0,4,4,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
632,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
633,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
634,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
635,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
636,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
637,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
638,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
639,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
640,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
641,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
642,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
643,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
644,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
645,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
646,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
647,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
648,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
649,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
650,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
651,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
652,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
653,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
654,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
655,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
656,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
657,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
658,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
659,1,3,4,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
660,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
661,0,3,3,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
662,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
663,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
664,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
665,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
666,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
667,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
668,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
669,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
670,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
671,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
672,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
673,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
674,1,4,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
675,2,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
676,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
677,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
678,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
679,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
680,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
681,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
682,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
683,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
684,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
685,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
686,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
687,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
688,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
689,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
690,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
691,2,4,6,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
692,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
693,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
694,2,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
695,1,5,6,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
696,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
697,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
698,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
699,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
700,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
701,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
702,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
703,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
704,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
705,4,2,6,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
706,2,6,8,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
707,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
708,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
709,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
710,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
711,2,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
712,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
713,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
714,0,5,5,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
715,0,6,6,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
716,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
717,0,3,3,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
718,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
719,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
720,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
721,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
722,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
723,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
724,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
725,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
726,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
727,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
728,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
729,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
730,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
731,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
732,2,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
733,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
734,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
735,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
736,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
737,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
738,2,0,2,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
739,0,3,3,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
740,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
741,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
742,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
743,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
744,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
745,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
746,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
747,0,3,3,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
748,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
749,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
750,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
751,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
752,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
753,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
754,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
755,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
756,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
757,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
758,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
759,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
760,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
761,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
762,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
763,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
764,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
765,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
766,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
767,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
768,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
769,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
770,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
771,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
772,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
773,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
774,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
775,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
776,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
777,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
778,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
779,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
780,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
781,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
782,0,2,2,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
783,4,0,4,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
784,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
785,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
786,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
787,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
788,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
789,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
790,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
791,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
792,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
793,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
794,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
795,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
796,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
797,1,10,11,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
798,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
799,1,8,9,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
800,2,2,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
801,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
802,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
803,1,2,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
804,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
805,2,5,7,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
806,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
807,0,3,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
808,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
809,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
810,1,2,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
811,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
812,2,3,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
813,2,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
814,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
815,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
816,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
817,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
818,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
819,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
820,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
821,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
822,3,1,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
823,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
824,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
825,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
826,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
827,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
828,2,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
829,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
830,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
831,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
832,1,3,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
833,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
834,3,0,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
835,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
836,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
837,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
838,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
839,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
840,2,8,10,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
841,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
842,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
843,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
844,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
845,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
846,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
847,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
848,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
849,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
850,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
851,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
852,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
853,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
854,1,3,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
855,1,3,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
856,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
857,3,5,8,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
858,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
859,0,3,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
860,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
861,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
862,2,3,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
863,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
864,2,2,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
865,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
866,1,1,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
867,2,3,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
868,1,5,6,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
869,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
870,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
871,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
872,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
873,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
874,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
875,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
876,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
877,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
878,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
879,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
880,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
881,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
882,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
883,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
884,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
885,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
886,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
887,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
888,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
889,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
890,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
891,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
892,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
893,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
894,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
895,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
896,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
897,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
898,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
899,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
900,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
901,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
902,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
903,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
904,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
905,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
906,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
907,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
908,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
909,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
910,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
911,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
912,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
913,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
914,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
915,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
