"sample.no","complexity","depth","year.x","","sanctuary","status","site.new","year.y"
553,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
554,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
555,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
556,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
557,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
558,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
559,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
560,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
561,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
562,4,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
563,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
564,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
565,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
566,4,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
567,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
568,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
569,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
570,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
571,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
572,0,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
573,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
574,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
575,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
576,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
577,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
578,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
579,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
580,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
581,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
582,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
583,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
584,0,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
585,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
586,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
587,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
588,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
589,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
590,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
591,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
592,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
593,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
594,0,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
595,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
596,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
597,4,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
598,0,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
599,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
600,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
601,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
602,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
603,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
604,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
605,4,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
606,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
607,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
608,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
609,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
610,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
611,3,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
612,2,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
613,1,0,2015,NA,"Green Island","No-take","Green Island.No-take.Green Island",2015
614,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
615,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
616,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
617,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
618,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
619,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
620,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
621,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
622,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
623,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
624,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
625,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
626,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
627,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
628,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
629,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
630,4,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
631,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
632,4,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
633,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
634,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
635,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
636,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
637,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
638,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
639,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
640,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
641,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
642,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
643,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2015
644,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
645,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
646,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
647,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
648,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
649,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
650,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
651,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
652,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
653,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
654,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
655,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
656,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
657,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
658,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
659,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
660,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
661,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
662,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
663,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
664,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
665,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
666,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
667,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
668,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
669,4,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
670,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
671,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
672,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2015
673,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
674,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
675,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
676,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
677,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
678,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
679,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
680,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
681,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
682,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
683,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
684,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
685,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
686,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
687,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
688,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
689,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
690,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
691,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
692,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
693,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
694,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
695,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
696,4,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
697,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
698,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
699,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
700,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
701,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
702,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
703,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
704,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
705,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
706,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
707,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
708,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
709,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
710,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
711,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
712,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
713,4,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
714,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
715,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
716,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
717,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
718,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
719,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
720,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
721,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
722,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
723,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
724,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
725,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
726,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
727,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
728,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
729,4,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
730,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
731,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
732,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2015
733,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
734,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
735,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
736,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
737,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
738,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
739,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
740,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
741,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
742,4,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
743,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
744,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
745,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
746,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
747,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
748,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
749,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
750,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
751,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
752,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
753,1,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
754,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
755,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
756,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
757,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
758,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
759,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
760,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
761,3,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
762,2,0,2015,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2015
763,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
764,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
765,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
766,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
767,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
768,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
769,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
770,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
771,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
772,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
773,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
774,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
775,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
776,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
777,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
778,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
779,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
780,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
781,4,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
782,3,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
783,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
784,2,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
785,1,0,2015,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2015
786,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
787,0,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
788,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
789,2,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
790,2,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
791,2,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
792,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
793,2,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
794,3,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
795,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
796,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
797,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
798,2,1,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
799,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
800,4,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
801,1,1.7,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
802,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
803,3,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
804,2,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
805,3,1.8,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
806,4,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
807,3,1.7,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
808,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
809,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
810,3,1.7,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
811,3,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
812,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
813,4,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
814,3,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
815,0,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
816,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
817,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
818,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
819,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
820,3,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
821,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
822,4,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
823,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
824,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
825,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
826,2,0.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
827,2,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
828,4,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
829,3,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
830,2,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
831,3,3.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
832,4,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
833,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
834,2,3.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
835,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
836,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
837,3,1.7,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
838,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
839,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
840,4,1.8,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
841,2,2.3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
842,4,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
843,4,2.3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
844,1,3.2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
845,4,2.3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2016
846,3,3.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
847,2,3,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
848,4,3,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
849,2,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
850,1,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
851,2,2,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
852,4,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
853,4,3,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
854,4,3,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
855,4,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
856,2,1,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
857,2,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
858,2,1,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
859,2,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
860,2,1,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
861,2,2,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
862,2,5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
863,2,5.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
864,2,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
865,4,2,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
866,3,5.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
867,3,5.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
868,2,5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
869,2,5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
870,0,3.7,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
871,0,3.7,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
872,0,2.9,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
873,0,4,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
874,2,5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
875,2,4.5,2016,NA,"Green Island","No-take","Green Island.No-take.Green Island",2016
876,3,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
877,4,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
878,1,0.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
879,3,2.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
880,2,3.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
881,1,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
882,2,5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
